filename,isEyes,minX,minY,maxX,maxY,diffArea,diffX1,diffX2,diffY1,diffY2,distCenters,distCorners,distX,distY,isInsideRegion,sumHistH_1,sumHistH_2,sumHistH_3,sumHistH_4,sumHistH_5,sumHistH_6,sumHistH_7,sumHistH_8,sumHistH_9,sumHistH_10,sumHistV_1,sumHistV_2,sumHistV_3,sumHistV_4,sumHistV_5,sumHistV_6,sumHistV_7,sumHistV_8,sumHistV_9,sumHistV_10,sumHistR_1,sumHistR_2,sumHistR_3,sumHistR_4,sumHistR_5,sumHistR_6,sumHistR_7,sumHistR_8,sumHistR_9,sumHistR_10,sumHistR_11,sumHistR_12,sumHistR_13,sumHistR_14,sumHistR_15,sumHistR_16,sumHistR_17,sumHistR_18,sumHistR_19,sumHistR_20,sumHistR_21,sumHistR_22,sumHistR_23,sumHistR_24,diffHistH_1,diffHistH_2,diffHistH_3,diffHistH_4,diffHistH_5,diffHistH_6,diffHistH_7,diffHistH_8,diffHistH_9,diffHistH_10,diffHistV_1,diffHistV_2,diffHistV_3,diffHistV_4,diffHistV_5,diffHistV_6,diffHistV_7,diffHistV_8,diffHistV_9,diffHistV_10,diffHistR_1,diffHistR_2,diffHistR_3,diffHistR_4,diffHistR_5,diffHistR_6,diffHistR_7,diffHistR_8,diffHistR_9,diffHistR_10,diffHistR_11,diffHistR_12,diffHistR_13,diffHistR_14,diffHistR_15,diffHistR_16,diffHistR_17,diffHistR_18,diffHistR_19,diffHistR_20,diffHistR_21,diffHistR_22,diffHistR_23,diffHistR_24,edgeMap_1,edgeMap_2,edgeMap_3,edgeMap_4,edgeMap_5,edgeMap_6,edgeMap_7,edgeMap_8,edgeMap_9,edgeMap_10,edgeMap_11,edgeMap_12,edgeMap_13,edgeMap_14,edgeMap_15,edgeMap_16,edgeMap_17,edgeMap_18,edgeMap_19,edgeMap_20,edgeMap_21,edgeMap_22,edgeMap_23,edgeMap_24,edgeMap_25,edgeMap_26,edgeMap_27,edgeMap_28,edgeMap_29,edgeMap_30,edgeMap_31,edgeMap_32,edgeMap_33,edgeMap_34,edgeMap_35,edgeMap_36,edgeMap_37,edgeMap_38,edgeMap_39,edgeMap_40,edgeMap_41,edgeMap_42,edgeMap_43,edgeMap_44,edgeMap_45,edgeMap_46,edgeMap_47,edgeMap_48,edgeMap_49,edgeMap_50,edgeMap_51,edgeMap_52,edgeMap_53,edgeMap_54,edgeMap_55,edgeMap_56,edgeMap_57,edgeMap_58,edgeMap_59,edgeMap_60,edgeMap_61,edgeMap_62,edgeMap_63,edgeMap_64,edgeMap_65,edgeMap_66,edgeMap_67,edgeMap_68,edgeMap_69,edgeMap_70,edgeMap_71,edgeMap_72,edgeMap_73,edgeMap_74,edgeMap_75,edgeMap_76,edgeMap_77,edgeMap_78,edgeMap_79,edgeMap_80,edgeMap_81,edgeMap_82,edgeMap_83,edgeMap_84,edgeMap_85,edgeMap_86,edgeMap_87,edgeMap_88,edgeMap_89,edgeMap_90,edgeMap_91,edgeMap_92,edgeMap_93,edgeMap_94,edgeMap_95,edgeMap_96,edgeMap_97,edgeMap_98,edgeMap_99,edgeMap_100,diffDistBtwCenters,diffPercentArea,diffBpRatio,avPercentArea,avBpRatio,enumEnclosed,topLeft,topRight,bottomLeft,bottomRight,left,right,top,bottom,xOverlap,yOverlap,atan0,atan45,atan90,atan135,atanHistH0_1,atanHistH0_2,atanHistH0_3,atanHistH0_4,atanHistH0_5,atanHistH0_6,atanHistH0_7,atanHistH0_8,atanHistH0_9,atanHistH0_10,atanHistH45_1,atanHistH45_2,atanHistH45_3,atanHistH45_4,atanHistH45_5,atanHistH45_6,atanHistH45_7,atanHistH45_8,atanHistH45_9,atanHistH45_10,atanHistH90_1,atanHistH90_2,atanHistH90_3,atanHistH90_4,atanHistH90_5,atanHistH90_6,atanHistH90_7,atanHistH90_8,atanHistH90_9,atanHistH90_10,atanHistH135_1,atanHistH135_2,atanHistH135_3,atanHistH135_4,atanHistH135_5,atanHistH135_6,atanHistH135_7,atanHistH135_8,atanHistH135_9,atanHistH135_10,atanHistV0_1,atanHistV0_2,atanHistV0_3,atanHistV0_4,atanHistV0_5,atanHistV0_6,atanHistV0_7,atanHistV0_8,atanHistV0_9,atanHistV0_10,atanHistV45_1,atanHistV45_2,atanHistV45_3,atanHistV45_4,atanHistV45_5,atanHistV45_6,atanHistV45_7,atanHistV45_8,atanHistV45_9,atanHistV45_10,atanHistV90_1,atanHistV90_2,atanHistV90_3,atanHistV90_4,atanHistV90_5,atanHistV90_6,atanHistV90_7,atanHistV90_8,atanHistV90_9,atanHistV90_10,atanHistV135_1,atanHistV135_2,atanHistV135_3,atanHistV135_4,atanHistV135_5,atanHistV135_6,atanHistV135_7,atanHistV135_8,atanHistV135_9,atanHistV135_10,area
0668_001_01.jpg,0,500,207,575,260,0.5888888888888889,83.0,54.0,35.0,4.0,0.0073251850831044804,42.0,70.0,16.0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,3,2,4,3,8,2,2,5,0,3,3,3,5,3,3,5,6,0,3,4,2,4,3,2,3,3,2,2,5,2,0,0,0,2,2,0,3,0,4,2,2,2,0,2,0,0,0,3,2,2,2,2,2,3,2,2,4,3,5,5,3,7,3,3,3,4,4,4,3,4,5,4,3,4,7,7,3,4,2,4,5,5,5,7,6,4,8,7,4,0,3,0,4,0,2,0,0,0.0,0.6081081081081082,0.0,0.0035279468732706144,0.0,0,0,0,0,0,0,2,0,1,0,1,12,38,27,42,10,6,2,10,6,3,2,1,1,0,4,7,2,2,8,8,10,10,4,0,1,2,3,1,0,0,2,2,10,2,5,4,4,2,8,7,10,10,4,0,10,7,3,1,0,9,6,3,3,1,0,0,2,2,1,10,6,5,2,0,0,2,4,2,4,10,7,0,3,0,0,3,3,3,1,5,10,7,8,1,130.0
0668_001_01.jpg,0,455,207,575,260,0.8153846153846154,145.0,116.0,47.0,16.0,0.024744520673473765,92.0,131.0,16.0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,3,3,6,3,10,5,3,4,3,3,0,5,5,3,3,3,8,0,3,3,2,4,0,5,2,4,5,2,4,4,2,0,0,2,0,7,3,3,6,5,2,2,0,0,2,3,0,4,0,3,0,4,2,4,4,2,3,3,4,8,4,4,6,4,5,3,3,4,4,5,7,3,6,0,8,8,6,6,3,6,5,7,7,7,5,5,6,9,7,7,0,5,4,0,2,0,0,0.0,0.8333333333333334,0.0,0.0029350146256621077,0.0,0,0,0,0,1,0,1,0,0,0,1,27,63,41,61,10,8,7,7,8,7,6,3,3,0,4,4,0,1,6,8,10,10,5,0,0,1,2,0,3,0,0,2,10,8,5,1,0,3,4,8,9,10,1,0,4,2,0,1,6,0,0,7,10,5,3,3,0,0,0,7,7,6,10,1,10,3,3,0,3,6,3,3,2,4,6,6,4,3,3,5,1,10,3,0,209.0
0668_001_01.jpg,0,455,208,535,258,0.5238095238095238,61.0,64.0,33.0,71.0,0.00948040342504969,59.0,63.0,52.0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,4,2,8,4,3,2,3,2,2,3,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,0,0,0,2,7,2,3,3,8,0,2,0,0,0,2,3,0,4,2,2,0,2,3,3,3,0,0,2,0,4,2,3,0,3,4,0,0,3,0,4,2,5,2,3,0,3,4,6,2,4,3,4,2,4,4,10,0,6,2,6,7,0,0,0,0,0,0.0,0.5360360360360361,0.0,0.003369831607241679,0.0,0,1,0,0,1,0,1,0,1,0,1,23,38,30,37,8,5,4,6,9,10,6,6,5,0,5,3,0,1,7,9,10,9,5,0,1,1,0,1,4,1,0,1,7,10,7,1,0,2,4,10,7,9,4,0,6,0,2,0,1,4,8,6,10,6,5,6,6,4,8,3,0,10,4,5,10,9,0,1,5,2,0,1,3,4,8,10,8,5,4,3,7,1,7,0,131.0
0668_001_01.jpg,0,455,208,490,253,0.7252747252747253,0.0,2.0,45.0,59.0,0.0038430228180367765,19.0,1.0,52.0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,8,8,6,4,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,4,0,4,0,0,4,0,4,10,4,4,8,4,0,0,0,0,0,0.0,0.7345679012345679,0.0,0.0027768993596331724,0.0,0,1,0,0,2,0,0,0,0,2,1,14,13,11,10,5,4,5,3,4,10,6,7,2,0,3,2,0,2,5,3,4,7,10,0,1,0,0,1,9,2,2,1,2,10,5,1,3,5,6,0,3,3,10,2,5,5,1,0,5,2,10,2,1,6,3,1,0,0,5,8,2,0,1,10,10,6,4,1,0,3,2,3,2,8,6,10,8,1,0,1,8,4,1,0,51.0
0668_001_01.jpg,0,455,222,535,258,0.7222222222222222,61.0,61.0,11.0,11.0,0.0052864650299130666,50.0,61.0,0.0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,2,0,0,0,2,0,4,4,2,0,3,6,4,0,2,0,0,0,0,2,0,3,0,2,3,0,2,0,0,2,3,2,3,3,0,0,2,2,0,0,5,0,2,2,2,2,3,0,0,0,0,2,2,3,2,5,2,0,2,2,0,3,2,8,2,2,2,3,2,4,2,3,5,0,10,0,3,4,2,8,3,5,0,0,0,0,0,0,0.0,0.7297297297297298,0.0,0.003794766384694442,0.0,0,0,0,0,1,0,1,0,1,0,1,16,33,25,29,8,9,6,10,7,8,10,7,5,0,0,1,5,8,7,9,10,3,4,0,0,2,5,2,0,1,1,3,9,10,0,2,3,7,8,8,10,5,1,0,3,4,2,1,0,0,0,10,5,0,0,9,10,4,7,8,6,3,1,8,2,7,10,6,1,5,2,3,0,1,4,2,10,8,6,8,0,8,3,0,94.0
0668_001_01.jpg,0,45,310,134,348,0.9700176366843033,93.0,92.0,31.0,26.0,0.013138733834086546,78.0,92.0,28.0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,2,2,0,2,4,0,0,4,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,8,5,4,2,4,4,5,0,4,0,4,0,2,4,0,5,0,4,0,4,4,4,0,4,2,0,5,2,5,0,4,2,2,2,0,0,0,2,0,4,0,0,0,0,2,0,0,2,0,2,0,0,4,5,4,2,5,10,4,0,0,0,0,0,0,0.0,0.970779220779221,0.0,0.001999499301657575,0.0,0,1,0,1,1,1,2,1,1,0,1,6,32,33,36,10,2,2,2,0,1,2,1,2,1,5,4,2,4,10,6,7,4,4,0,3,8,0,10,1,1,1,0,1,6,8,5,0,2,10,7,8,4,6,0,6,0,4,3,2,0,2,9,6,10,7,7,0,3,2,5,9,10,5,1,10,7,1,4,4,3,0,4,0,4,6,0,10,7,2,4,5,6,8,7,111.0
0668_001_01.jpg,0,80,310,134,348,0.9735449735449735,45.0,42.0,33.0,26.0,0.003992197456075173,42.0,43.0,31.0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,6,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8,6,6,6,0,6,6,6,0,6,0,6,0,8,0,8,0,6,0,0,6,4,6,0,6,0,8,0,10,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,4,6,0,6,0,0,0,0,0,0,0,0.0,0.974025974025974,0.0,0.0020027933696998446,0.0,0,1,1,2,0,2,2,1,1,0,1,3,22,18,22,10,3,5,3,0,0,2,0,0,2,4,5,5,5,10,8,7,4,5,0,1,8,0,10,2,2,2,0,1,6,9,5,1,4,10,7,7,3,4,0,6,5,0,6,2,0,7,5,10,5,1,3,4,5,10,8,5,4,0,1,10,6,4,1,4,4,2,0,2,5,4,0,0,6,2,0,10,2,4,6,67.0
0668_001_01.jpg,0,55,310,134,378,0.7250639386189258,79.0,61.0,107.0,98.0,0.022033804393690338,86.0,70.0,103.0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,4,0,0,2,2,4,2,0,0,0,0,0,0,2,3,2,2,10,5,5,5,0,3,3,4,2,3,3,3,0,3,3,5,4,0,4,2,0,0,0,0,0,0,0,0,0,2,0,4,3,5,5,3,0,0,0,0,0,0,2,0,4,3,3,2,3,3,3,3,0,3,4,4,0,3,3,3,0,3,3,3,3,0,4,4,4,0,3,3,0,0,0,0,0,0,0,0.0,0.7333333333333333,0.0,0.002398081534772182,0.0,0,1,1,1,0,1,1,1,0,0,0,6,37,41,43,10,1,2,0,0,1,4,0,2,0,6,3,9,10,8,3,0,2,1,0,7,4,10,2,0,7,9,2,2,0,8,2,9,10,8,4,2,3,3,0,1,4,2,10,9,3,0,4,6,8,3,0,1,5,6,7,10,3,1,3,8,0,0,9,6,8,10,5,6,6,0,5,2,4,2,6,3,10,6,1,176.0
0668_001_01.jpg,0,45,323,103,348,0.9963768115942029,48.0,49.0,2.0,0.0,0.0032790006151677932,36.0,48.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,5,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,7,7,0,7,0,10,7,10,10,7,0,0,0,0,0,0,0,0,0.0,0.9966666666666668,0.0,0.0019731467573194193,0.0,0,2,1,1,1,1,2,2,2,0,2,2,17,16,19,0,10,0,6,10,0,8,8,6,6,0,6,7,6,4,10,6,5,6,0,10,4,0,0,0,0,0,0,5,7,0,5,7,7,7,10,7,6,5,0,0,3,0,3,0,0,0,10,6,4,0,3,8,7,8,3,0,6,10,7,3,4,7,3,0,1,2,5,10,0,7,6,10,0,2,4,8,6,5,0,47.0
0668_001_01.jpg,0,45,323,89,378,0.7033248081841432,13.0,30.0,76.0,71.0,0.008406346031173238,42.0,21.0,74.0,0,10,10,10,0,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,2,5,0,5,0,0,2,0,0,0,2,0,4,2,4,7,10,2,0,0,0,0,0,0,0,2,0,0,5,4,0,4,4,4,5,0,0,4,0,4,5,2,5,4,4,4,5,2,4,4,2,4,2,4,5,5,4,7,2,4,5,5,0,4,0,0,0,0,0,0,0.0,0.711904761904762,0.0,0.0023684349223917567,0.0,0,2,1,0,1,0,1,2,1,1,0,6,27,28,29,2,0,6,5,5,7,4,10,5,1,5,10,8,8,6,0,4,6,8,0,7,0,0,0,6,10,3,2,3,2,3,10,8,9,4,0,5,5,6,1,4,9,5,5,7,10,6,5,9,0,2,0,8,10,10,9,7,4,8,9,10,8,5,4,0,1,4,8,8,7,9,10,6,5,4,2,3,4,1,0,79.0
